UnderwritingID,QuoteID,UnderwriterID,UnderwritingDate,RiskScore,Premium,PremiumRange,UnderwritingDecision,IndiaEligibleFlag,ReferredToAustraliaFlag,ReferralReasonID,AustralianUnderwriterDecision,ReferralTurnaroundHours,UnderwritingTurnaroundHours,QSTBDate,FinalPremium,QuoteValidityDays,CommunicationStatus
UW025684,Q033753,E0004,2026-01-10,72.8,33604.65,"$25,000-$49,999",Approved,False,True,REF04,Approved with Conditions,26.55,17.98,2026-01-12,33604.65,14.0,Acknowledged
UW025685,Q004217,E0011,2024-09-07,60.9,1399.3,"$1,000-$2,499",Approved,True,False,,,,8.75,2024-09-07,1399.3,30.0,Sent
UW025686,Q033465,E0040,2026-01-23,59.8,24825.71,"$10,000-$24,999",Approved,True,False,,,,32.89,2026-01-24,24825.71,14.0,Sent
UW025687,Q014441,E0024,2025-02-10,56.2,2160.72,"$1,000-$2,499",Approved,True,False,,,,7.51,2025-02-10,2160.72,30.0,Sent
UW025688,Q003232,E0049,2024-08-27,75.7,22564.54,"$10,000-$24,999",Approved,False,True,REF06,Approved,27.84,17.46,2024-08-29,22564.54,21.0,Sent
UW025689,Q027730,E0017,2025-10-07,63.4,12613.94,"$10,000-$24,999",Approved,True,False,,,,9.66,2025-10-07,12613.94,14.0,Acknowledged
UW025690,Q004940,E0008,2024-09-10,54.6,1314.89,"$1,000-$2,499",Approved,True,False,,,,24.23,2024-09-11,1314.89,14.0,Sent
UW025691,Q011390,E0034,2025-01-28,61.2,15182.07,"$10,000-$24,999",Approved,True,False,,,,4.32,2025-01-28,15182.07,45.0,Sent
UW025692,Q007067,E0011,2024-11-20,70.9,51104.24,"$50,000+",Referred,False,True,REF08,Declined,28.88,8.23,2024-11-21,51104.24,45.0,Acknowledged
UW025693,Q035554,E0044,2026-02-20,49.3,3003.49,"$2,500-$4,999",Approved,True,False,,,,8.11,2026-02-20,3003.49,30.0,Acknowledged
UW025694,Q007038,E0044,2024-11-23,64.9,1880.05,"$1,000-$2,499",Approved,True,False,,,,22.76,2024-11-24,1880.05,45.0,Acknowledged
UW025695,Q008208,E0011,2024-11-30,48.0,1327.08,"$1,000-$2,499",Approved,True,False,,,,26.34,2024-12-01,1327.08,45.0,Sent
UW025696,Q028914,E0004,2025-11-16,39.1,1474.77,"$1,000-$2,499",Approved,True,False,,,,2.19,2025-11-16,1474.77,21.0,No Response
UW025697,Q017913,E0014,2025-04-10,67.7,32200.5,"$25,000-$49,999",Approved,False,True,REF05,Approved,42.21,40.18,2025-04-13,32200.5,14.0,Acknowledged
UW025698,Q026052,E0002,2025-10-17,58.6,10443.76,"$10,000-$24,999",Approved,True,False,,,,9.01,2025-10-18,10443.76,45.0,Sent
UW025699,Q025033,E0024,2025-09-01,58.7,3489.04,"$2,500-$4,999",Approved,True,False,,,,13.0,2025-09-02,3489.04,30.0,Sent
UW025700,Q020572,E0040,2025-06-03,52.7,2379.12,"$1,000-$2,499",Approved,True,False,,,,15.52,2025-06-04,2379.12,30.0,Acknowledged
UW025701,Q020558,E0034,2025-06-29,40.5,1782.26,"$1,000-$2,499",Approved,True,False,,,,15.68,2025-06-29,1782.26,21.0,Sent
UW025702,Q017104,E0044,2025-04-05,49.4,3466.24,"$2,500-$4,999",Approved,True,False,,,,27.21,2025-04-06,3466.24,14.0,Sent
UW025703,Q022238,E0047,2025-07-19,46.8,2657.75,"$2,500-$4,999",Approved,True,False,,,,3.89,2025-07-19,2657.75,30.0,Sent
UW025704,Q041268,E0044,2026-05-25,47.2,3845.42,"$2,500-$4,999",Approved,True,False,,,,15.9,2026-05-26,3845.42,14.0,Acknowledged
UW025705,Q027245,E0049,2025-10-10,68.9,27944.71,"$25,000-$49,999",Approved,True,False,,,,21.6,2025-10-11,27944.71,45.0,Acknowledged
UW025706,Q008473,E0007,2024-11-29,60.8,3466.08,"$2,500-$4,999",Approved,False,True,REF05,Approved with Conditions,26.18,7.22,2024-11-30,3466.08,21.0,Sent
UW025707,Q014773,E0034,2025-04-01,79.1,48980.68,"$25,000-$49,999",Approved,True,False,,,,14.32,2025-04-01,48980.68,14.0,Sent
UW025708,Q034057,E0049,2026-02-10,42.5,2399.35,"$1,000-$2,499",Approved,True,False,,,,3.05,2026-02-10,2399.35,14.0,Sent
UW025709,Q001025,E0017,2024-06-03,68.9,11425.82,"$10,000-$24,999",Approved,True,False,,,,16.18,2024-06-03,11425.82,45.0,Sent
UW025710,Q019109,E0004,2025-05-23,62.3,18398.67,"$10,000-$24,999",Approved,True,False,,,,6.1,2025-05-23,18398.67,30.0,Sent
UW025711,Q013988,E0047,2025-02-02,64.6,28734.96,"$25,000-$49,999",Approved,False,True,REF02,Approved with Conditions,17.79,21.56,2025-02-04,28734.96,21.0,Acknowledged
UW025712,Q022022,E0009,2025-07-28,57.9,41027.76,"$25,000-$49,999",Approved,False,True,REF01,Approved,35.26,9.8,2025-07-30,41027.76,45.0,Sent
UW025713,Q008919,E0049,2024-12-13,75.5,45502.23,"$25,000-$49,999",Approved,False,True,REF03,Approved with Conditions,28.11,18.04,2024-12-16,45502.23,30.0,Sent
UW025714,Q017479,E0047,2025-04-06,47.9,9140.98,"$5,000-$9,999",Approved,True,False,,,,7.56,2025-04-06,9140.98,45.0,Sent
UW025715,Q035110,E0046,2026-02-24,49.5,14396.51,"$10,000-$24,999",Approved,False,True,REF06,Approved,40.64,15.12,2026-02-26,14396.51,45.0,Acknowledged
UW025716,Q002058,E0004,2024-07-15,46.7,2212.93,"$1,000-$2,499",Referred,False,True,REF01,Declined,23.88,31.68,2024-07-17,2212.93,14.0,Sent
UW025717,Q023053,E0011,2025-08-01,48.3,1858.75,"$1,000-$2,499",Approved,True,False,,,,11.1,2025-08-02,1858.75,45.0,Acknowledged
UW025718,Q005075,E0002,2024-09-02,66.0,13348.16,"$10,000-$24,999",Approved,False,True,REF11,Approved with Conditions,26.41,29.6,2024-09-04,13348.16,30.0,Sent
UW025719,Q019954,E0024,2025-05-24,61.8,3051.32,"$2,500-$4,999",Declined,True,False,,,,7.33,,,,N/A
UW025720,Q001049,E0049,2024-06-09,50.1,1316.61,"$1,000-$2,499",Approved,True,False,,,,5.43,2024-06-10,1316.61,21.0,No Response
UW025721,Q023686,E0047,2025-08-22,52.1,4024.64,"$2,500-$4,999",Approved,True,False,,,,8.33,2025-08-23,4024.64,30.0,Sent
UW025722,Q017680,E0014,2025-04-07,31.6,1377.9,"$1,000-$2,499",Approved,True,False,,,,52.31,2025-04-09,1377.9,21.0,Acknowledged
UW025723,Q007965,E0009,2024-11-23,42.3,1886.3,"$1,000-$2,499",Approved,True,False,,,,4.49,2024-11-23,1886.3,30.0,Sent
UW025724,Q035032,E0034,2026-02-14,49.0,3609.42,"$2,500-$4,999",Approved,True,False,,,,7.27,2026-02-14,3609.42,30.0,Acknowledged
UW025725,Q020757,E0049,2025-06-10,46.7,9086.55,"$5,000-$9,999",Approved,True,False,,,,9.22,2025-06-10,9086.55,14.0,Acknowledged
UW025726,Q015053,E0007,2025-03-20,52.6,8349.47,"$5,000-$9,999",Approved,True,False,,,,13.34,2025-03-20,8349.47,21.0,Sent
UW025727,Q015497,E0017,2025-03-15,76.9,10953.46,"$10,000-$24,999",Approved,False,True,REF01,Approved,32.37,16.29,2025-03-17,10953.46,14.0,Sent
UW025728,Q017889,E0017,2025-04-24,35.1,1499.53,"$1,000-$2,499",Approved,True,False,,,,10.41,2025-04-25,1499.53,21.0,Sent
UW025729,Q003408,E0002,2024-08-28,56.6,3724.82,"$2,500-$4,999",Approved,True,False,,,,18.76,2024-08-29,3724.82,14.0,Sent
UW025730,Q009688,E0009,2024-12-20,64.7,19460.93,"$10,000-$24,999",Approved,True,False,,,,12.99,2024-12-20,19460.93,21.0,Sent
UW025731,Q031156,E0002,2025-12-12,52.2,1358.16,"$1,000-$2,499",Approved,True,False,,,,9.56,2025-12-12,1358.16,30.0,Acknowledged
UW025732,Q036936,E0046,2026-03-12,72.3,19487.47,"$10,000-$24,999",Approved,True,False,,,,8.12,2026-03-12,19487.47,30.0,Acknowledged
UW025733,Q002892,E0004,2024-08-15,59.6,3274.53,"$2,500-$4,999",Approved,True,False,,,,8.87,2024-08-15,3274.53,21.0,Sent
UW025734,Q027476,E0034,2025-10-09,52.6,3690.18,"$2,500-$4,999",Approved,True,False,,,,7.61,2025-10-09,3690.18,21.0,Sent
UW025735,Q014940,E0024,2025-03-30,32.6,2524.98,"$2,500-$4,999",Approved,True,False,,,,8.98,2025-03-31,2524.98,45.0,Sent
UW025736,Q006535,E0017,2024-10-24,45.4,3191.89,"$2,500-$4,999",Approved,True,False,,,,6.04,2024-10-24,3191.89,30.0,Sent
UW025737,Q012662,E0011,2025-01-04,69.2,19532.1,"$10,000-$24,999",Approved,False,True,REF08,Approved,79.28,4.23,2025-01-08,19532.1,30.0,Sent
UW025738,Q007993,E0040,2024-11-04,68.4,26477.42,"$25,000-$49,999",Approved,False,True,REF06,Approved with Conditions,15.29,11.8,2024-11-06,26477.42,30.0,Acknowledged
UW025739,Q024441,E0014,2025-09-08,65.3,2663.49,"$2,500-$4,999",Approved,True,False,,,,11.26,2025-09-09,2663.49,30.0,Acknowledged
UW025740,Q038069,E0009,2026-04-05,55.0,12535.83,"$10,000-$24,999",Approved,True,False,,,,5.89,2026-04-05,12535.83,30.0,Acknowledged
UW025741,Q022784,E0034,2025-08-13,62.9,26301.3,"$25,000-$49,999",Approved,False,True,REF03,Approved with Conditions,68.63,10.65,2025-08-16,26301.3,14.0,Sent
UW025742,Q018430,E0014,2025-05-11,45.9,3115.09,"$2,500-$4,999",Approved,True,False,,,,37.64,2025-05-12,3115.09,21.0,Acknowledged
UW025743,Q015127,E0049,2025-03-29,59.5,3018.44,"$2,500-$4,999",Approved,False,True,REF03,Approved with Conditions,24.82,5.82,2025-03-30,3018.44,14.0,No Response
UW025744,Q032710,E0048,2026-01-28,77.5,39093.55,"$25,000-$49,999",Approved,False,True,REF04,Approved,15.57,1.67,2026-01-28,39093.55,30.0,Acknowledged
UW025745,Q009628,E0048,2024-12-08,81.0,63757.17,"$50,000+",Approved,False,True,REF10,Approved,29.34,12.5,2024-12-10,63757.17,30.0,Sent
UW025746,Q015151,E0007,2025-03-13,76.2,21100.43,"$10,000-$24,999",Approved,False,True,REF02,Approved with Conditions,51.75,6.44,2025-03-16,21100.43,30.0,Sent
UW025747,Q028530,E0009,2025-11-04,58.0,15459.52,"$10,000-$24,999",Approved,True,False,,,,4.22,2025-11-05,15459.52,21.0,Acknowledged
UW025748,Q019182,E0004,2025-05-08,32.5,1592.37,"$1,000-$2,499",Approved,True,False,,,,47.04,2025-05-10,1592.37,30.0,Acknowledged
UW025749,Q014725,E0004,2025-03-05,55.5,4790.93,"$2,500-$4,999",Approved,True,False,,,,11.1,2025-03-05,4790.93,21.0,Acknowledged
UW025750,Q000481,E0044,2024-06-03,54.8,1631.73,"$1,000-$2,499",Approved,True,False,,,,10.79,2024-06-03,1631.73,21.0,Sent
UW025751,Q033533,E0008,2026-01-17,40.9,3709.87,"$2,500-$4,999",Approved,True,False,,,,10.73,2026-01-18,3709.87,21.0,Sent
UW025752,Q027358,E0049,2025-10-25,33.0,751.6,"< $1,000",Approved,True,False,,,,14.5,2025-10-25,751.6,30.0,No Response
UW025753,Q021332,E0047,2025-07-27,40.1,2192.58,"$1,000-$2,499",Approved,True,False,,,,13.91,2025-07-27,2192.58,14.0,Acknowledged
UW025754,Q030033,E0014,2025-12-01,52.1,2976.01,"$2,500-$4,999",Approved,True,False,,,,9.12,2025-12-01,2976.01,45.0,Sent
UW025755,Q010899,E0046,2024-12-03,53.1,2410.42,"$1,000-$2,499",Approved,True,False,,,,17.52,2024-12-04,2410.42,30.0,Sent
UW025756,Q011133,E0046,2025-01-09,43.3,1521.67,"$1,000-$2,499",Approved,True,False,,,,6.72,2025-01-09,1521.67,30.0,Acknowledged
UW025757,Q016421,E0011,2025-04-06,65.1,2578.94,"$2,500-$4,999",Approved,True,False,,,,4.89,2025-04-06,2578.94,21.0,Sent
UW025758,Q017767,E0009,2025-04-22,52.5,2621.4,"$2,500-$4,999",Declined,True,False,,,,4.09,,,,N/A
UW025759,Q009329,E0046,2024-12-30,48.7,2826.21,"$2,500-$4,999",Approved,True,False,,,,9.02,2024-12-30,2826.21,21.0,Sent
UW025760,Q014645,E0002,2025-03-27,35.4,2564.02,"$2,500-$4,999",Approved,True,False,,,,28.16,2025-03-29,2564.02,14.0,Sent
UW025761,Q016034,E0011,2025-03-17,47.2,2794.52,"$2,500-$4,999",Approved,True,False,,,,13.07,2025-03-18,2794.52,21.0,Acknowledged
UW025762,Q028489,E0040,2025-11-16,61.7,25959.95,"$25,000-$49,999",Approved,True,False,,,,19.52,2025-11-16,25959.95,14.0,Acknowledged
UW025763,Q010513,E0017,2024-12-02,61.8,27340.34,"$25,000-$49,999",Approved,False,True,REF09,Approved,11.6,9.09,2024-12-02,27340.34,30.0,Sent
UW025764,Q024077,E0017,2025-08-29,47.7,16108.17,"$10,000-$24,999",Approved,False,True,REF06,Approved with Conditions,14.78,4.47,2025-08-30,16108.17,14.0,Acknowledged
UW025765,Q030095,E0024,2025-11-11,40.8,1747.4,"$1,000-$2,499",Approved,True,False,,,,13.01,2025-11-12,1747.4,21.0,No Response
UW025766,Q005178,E0040,2024-10-26,43.4,1491.65,"$1,000-$2,499",Approved,True,False,,,,10.84,2024-10-26,1491.65,14.0,Sent
UW025767,Q002897,E0047,2024-08-23,50.9,2389.77,"$1,000-$2,499",Approved,False,True,REF10,Approved,25.97,27.59,2024-08-25,2389.77,14.0,Sent
UW025768,Q040640,E0004,2026-05-19,67.8,6837.57,"$5,000-$9,999",Approved,True,False,,,,66.04,2026-05-22,6837.57,30.0,Sent
UW025769,Q025088,E0002,2025-09-23,60.7,6386.3,"$5,000-$9,999",Declined,True,False,,,,7.42,,,,N/A
UW025770,Q005562,E0049,2024-10-27,64.2,3811.13,"$2,500-$4,999",Approved,True,False,,,,12.73,2024-10-27,3811.13,30.0,Acknowledged
UW025771,Q037355,E0048,2026-03-30,70.2,15980.51,"$10,000-$24,999",Approved,True,False,,,,18.26,2026-03-31,15980.51,14.0,Acknowledged
UW025772,Q007423,E0044,2024-11-20,71.2,31541.92,"$25,000-$49,999",Approved,True,False,,,,13.02,2024-11-20,31541.92,14.0,Acknowledged
UW025773,Q020838,E0014,2025-06-09,55.7,6101.17,"$5,000-$9,999",Approved,True,False,,,,15.29,2025-06-09,6101.17,21.0,Acknowledged
UW025774,Q026864,E0009,2025-10-19,30.6,1124.67,"$1,000-$2,499",Approved,True,False,,,,5.94,2025-10-19,1124.67,21.0,Acknowledged
UW025775,Q018714,E0047,2025-05-19,63.6,29569.35,"$25,000-$49,999",Approved,True,False,,,,9.76,2025-05-19,29569.35,21.0,No Response
UW025776,Q023804,E0002,2025-08-11,60.0,9775.15,"$5,000-$9,999",Approved,False,True,REF03,Approved,17.41,11.07,2025-08-12,9775.15,14.0,Sent
UW025777,Q013318,E0034,2025-02-17,48.3,10149.22,"$10,000-$24,999",Approved,True,False,,,,7.59,2025-02-17,10149.22,21.0,Sent
UW025778,Q029876,E0008,2025-11-26,45.3,3550.48,"$2,500-$4,999",Approved,True,False,,,,14.82,2025-11-26,3550.48,21.0,Sent
UW025779,Q016020,E0017,2025-03-16,40.5,3169.11,"$2,500-$4,999",Approved,True,False,,,,4.64,2025-03-17,3169.11,45.0,Sent
UW025780,Q026433,E0049,2025-10-21,51.3,17845.97,"$10,000-$24,999",Approved,True,False,,,,22.03,2025-10-22,17845.97,30.0,Acknowledged
UW025781,Q034401,E0002,2026-02-28,70.4,4252.55,"$2,500-$4,999",Approved,True,False,,,,45.27,2026-03-02,4252.55,21.0,Acknowledged
UW025782,Q025597,E0002,2025-09-21,85.6,54097.25,"$50,000+",Approved,False,True,REF01,Approved with Conditions,19.95,14.02,2025-09-22,54097.25,30.0,Acknowledged
UW025783,Q015926,E0017,2025-03-23,77.0,15166.59,"$10,000-$24,999",Approved,False,True,REF12,Approved,10.25,22.13,2025-03-25,15166.59,30.0,Acknowledged
UW025784,Q015033,E0007,2025-03-28,28.7,826.29,"< $1,000",Approved,True,False,,,,12.75,2025-03-28,826.29,14.0,No Response
UW025785,Q015334,E0034,2025-03-08,55.0,18307.28,"$10,000-$24,999",Approved,True,False,,,,16.74,2025-03-09,18307.28,21.0,Acknowledged
UW025786,Q035643,E0049,2026-02-10,72.8,35211.71,"$25,000-$49,999",Referred,False,True,REF04,Declined,73.47,19.53,2026-02-14,35211.71,21.0,Acknowledged
UW025787,Q035741,E0048,2026-02-01,65.1,19001.25,"$10,000-$24,999",Approved,False,True,REF02,Approved with Conditions,22.61,2.38,2026-02-02,19001.25,14.0,No Response
UW025788,Q035773,E0048,2026-03-28,47.7,1672.24,"$1,000-$2,499",Approved,True,False,,,,5.51,2026-03-28,1672.24,21.0,Sent
UW025789,Q013524,E0007,2025-02-23,64.2,3868.32,"$2,500-$4,999",Approved,True,False,,,,16.19,2025-02-24,3868.32,30.0,Acknowledged
UW025790,Q002990,E0017,2024-08-22,58.4,17351.48,"$10,000-$24,999",Approved,True,False,,,,16.11,2024-08-23,17351.48,45.0,Acknowledged
UW025791,Q037725,E0008,2026-03-12,74.1,12938.5,"$10,000-$24,999",Approved,False,True,REF04,Approved,40.19,11.55,2026-03-14,12938.5,21.0,Acknowledged
UW025792,Q026302,E0011,2025-10-14,71.5,20992.12,"$10,000-$24,999",Approved,True,False,,,,6.31,2025-10-15,20992.12,14.0,Sent
UW025793,Q007474,E0034,2024-11-23,62.4,17852.6,"$10,000-$24,999",Approved,True,False,,,,7.4,2024-11-23,17852.6,14.0,Acknowledged
UW025794,Q035140,E0048,2026-02-12,41.3,1811.58,"$1,000-$2,499",Approved,True,False,,,,17.56,2026-02-13,1811.58,14.0,Acknowledged
UW025795,Q004166,E0004,2024-09-07,33.7,1710.46,"$1,000-$2,499",Declined,True,False,,,,8.12,,,,N/A
UW025796,Q038212,E0011,2026-04-02,41.1,1187.85,"$1,000-$2,499",Approved,True,False,,,,12.91,2026-04-03,1187.85,14.0,Sent
UW025797,Q005086,E0014,2024-09-23,64.7,22331.78,"$10,000-$24,999",Declined,True,False,,,,28.2,,,,N/A
UW025798,Q027257,E0004,2025-10-07,71.3,22117.64,"$10,000-$24,999",Approved,False,True,REF03,Approved,72.83,6.51,2025-10-10,22117.64,21.0,Sent
UW025799,Q016564,E0004,2025-04-21,55.2,2630.83,"$2,500-$4,999",Approved,True,False,,,,13.83,2025-04-21,2630.83,21.0,Sent
UW025800,Q006315,E0040,2024-10-05,72.8,57736.25,"$50,000+",Approved,False,True,REF08,Approved with Conditions,22.93,14.4,2024-10-07,57736.25,30.0,Sent
UW025801,Q014138,E0046,2025-02-24,46.5,2742.9,"$2,500-$4,999",Approved,True,False,,,,17.42,2025-02-25,2742.9,21.0,Sent
UW025802,Q007185,E0017,2024-11-17,54.2,3084.71,"$2,500-$4,999",Approved,True,False,,,,10.35,2024-11-17,3084.71,45.0,Sent
UW025803,Q029750,E0046,2025-11-05,32.3,1029.48,"$1,000-$2,499",Approved,True,False,,,,3.9,2025-11-05,1029.48,21.0,Sent
UW025804,Q005857,E0004,2024-10-18,56.5,2777.77,"$2,500-$4,999",Approved,True,False,,,,14.31,2024-10-19,2777.77,21.0,Sent
UW025805,Q022966,E0009,2025-08-30,53.1,3801.6,"$2,500-$4,999",Approved,True,False,,,,11.78,2025-08-31,3801.6,30.0,Sent
UW025806,Q041488,E0007,2026-05-15,60.0,2026.46,"$1,000-$2,499",Approved,True,False,,,,11.09,2026-05-15,2026.46,30.0,Sent
UW025807,Q039067,E0009,2026-04-24,66.8,39729.74,"$25,000-$49,999",Approved,False,True,REF03,Approved,5.62,9.19,2026-04-25,39729.74,30.0,Sent
UW025808,Q030178,E0048,2025-11-04,38.7,1746.12,"$1,000-$2,499",Approved,True,False,,,,16.74,2025-11-05,1746.12,30.0,Acknowledged
UW025809,Q022848,E0017,2025-08-08,42.3,1806.32,"$1,000-$2,499",Approved,True,False,,,,13.29,2025-08-08,1806.32,30.0,No Response
UW025810,Q007433,E0049,2024-11-24,71.8,22335.43,"$10,000-$24,999",Approved,False,True,REF08,Approved with Conditions,24.84,4.4,2024-11-25,22335.43,21.0,Acknowledged
UW025811,Q019292,E0049,2025-05-03,68.1,27228.9,"$25,000-$49,999",Approved,True,False,,,,2.65,2025-05-03,27228.9,21.0,Sent
UW025812,Q025379,E0009,2025-09-10,71.6,30144.76,"$25,000-$49,999",Approved,False,True,REF08,Approved with Conditions,28.72,6.27,2025-09-11,30144.76,30.0,Sent
UW025813,Q019618,E0049,2025-05-01,73.7,32223.68,"$25,000-$49,999",Approved,True,False,,,,10.92,2025-05-01,32223.68,30.0,Acknowledged
UW025814,Q022000,E0007,2025-07-22,39.5,3278.24,"$2,500-$4,999",Approved,True,False,,,,10.75,2025-07-23,3278.24,14.0,Acknowledged
UW025815,Q009806,E0049,2024-12-14,77.0,28673.32,"$25,000-$49,999",Approved,False,True,REF07,Approved,13.72,6.8,2024-12-14,28673.32,21.0,Sent
UW025816,Q000922,E0002,2024-06-19,33.5,875.3,"< $1,000",Approved,True,False,,,,14.39,2024-06-20,875.3,21.0,Sent
UW025817,Q010172,E0046,2024-12-10,64.8,30106.12,"$25,000-$49,999",Approved,False,True,REF10,Approved with Conditions,25.83,9.92,2024-12-12,30106.12,30.0,Sent
UW025818,Q036305,E0040,2026-03-12,74.7,80332.12,"$50,000+",Approved,True,False,,,,14.75,2026-03-13,80332.12,30.0,Acknowledged
UW025819,Q019434,E0049,2025-05-25,37.1,5766.87,"$5,000-$9,999",Approved,True,False,,,,10.71,2025-05-25,5766.87,14.0,Acknowledged
UW025820,Q011190,E0011,2025-01-17,47.1,1818.57,"$1,000-$2,499",Approved,True,False,,,,3.1,2025-01-17,1818.57,30.0,Acknowledged
UW025821,Q008561,E0007,2024-11-05,62.6,16537.88,"$10,000-$24,999",Approved,False,True,REF10,Approved,23.28,24.32,2024-11-07,16537.88,14.0,Sent
UW025822,Q020251,E0008,2025-06-06,67.4,10921.53,"$10,000-$24,999",Approved,True,False,,,,16.14,2025-06-07,10921.53,21.0,Acknowledged
UW025823,Q027771,E0004,2025-10-18,47.9,17250.01,"$10,000-$24,999",Approved,True,False,,,,36.37,2025-10-20,17250.01,45.0,Acknowledged
UW025824,Q041459,E0007,2026-05-06,40.6,2565.1,"$2,500-$4,999",Referred,False,True,REF11,Declined,13.31,17.77,2026-05-07,2565.1,30.0,Sent
UW025825,Q028961,E0009,2025-11-24,52.5,3093.9,"$2,500-$4,999",Approved,True,False,,,,8.21,2025-11-25,3093.9,30.0,Sent
UW025826,Q005438,E0040,2024-10-04,53.0,3726.25,"$2,500-$4,999",Approved,True,False,,,,5.94,2024-10-04,3726.25,21.0,Sent
UW025827,Q019213,E0048,2025-05-30,46.7,13857.22,"$10,000-$24,999",Approved,True,False,,,,25.73,2025-05-31,13857.22,45.0,Sent
UW025828,Q033971,E0049,2026-02-20,48.7,2273.74,"$1,000-$2,499",Approved,True,False,,,,8.3,2026-02-20,2273.74,21.0,Acknowledged
UW025829,Q019074,E0040,2025-06-01,69.6,48069.32,"$25,000-$49,999",Approved,False,True,REF12,Approved,30.91,19.88,2025-06-03,48069.32,45.0,Sent
UW025830,Q026525,E0047,2025-10-07,42.3,1174.84,"$1,000-$2,499",Approved,True,False,,,,7.79,2025-10-07,1174.84,45.0,Acknowledged
UW025831,Q008572,E0007,2024-11-25,53.1,2119.06,"$1,000-$2,499",Approved,True,False,,,,10.64,2024-11-25,2119.06,14.0,Sent
UW025832,Q022758,E0007,2025-08-08,28.9,1226.19,"$1,000-$2,499",Approved,False,True,REF02,Approved,14.48,11.58,2025-08-09,1226.19,14.0,No Response
UW025833,Q020536,E0004,2025-06-30,49.8,1964.77,"$1,000-$2,499",Approved,True,False,,,,13.82,2025-06-30,1964.77,30.0,Sent
UW025834,Q037642,E0011,2026-03-17,40.5,2658.94,"$2,500-$4,999",Approved,True,False,,,,12.83,2026-03-17,2658.94,30.0,Sent
UW025835,Q036604,E0047,2026-03-21,44.7,2046.62,"$1,000-$2,499",Approved,True,False,,,,29.9,2026-03-22,2046.62,45.0,Sent
UW025836,Q018198,E0014,2025-05-16,50.1,3214.9,"$2,500-$4,999",Approved,True,False,,,,9.27,2025-05-16,3214.9,21.0,Acknowledged
UW025837,Q012746,E0024,2025-01-24,69.2,14875.76,"$10,000-$24,999",Approved,True,False,,,,17.73,2025-01-25,14875.76,14.0,No Response
UW025838,Q017015,E0017,2025-04-21,51.6,15779.56,"$10,000-$24,999",Approved,True,False,,,,17.38,2025-04-21,15779.56,30.0,Sent
UW025839,Q009125,E0048,2024-12-08,71.9,5143.59,"$5,000-$9,999",Approved,True,False,,,,6.34,2024-12-08,5143.59,21.0,Sent
UW025840,Q031846,E0047,2025-12-06,71.3,11342.14,"$10,000-$24,999",Approved,True,False,,,,21.11,2025-12-07,11342.14,21.0,Sent
UW025841,Q021223,E0040,2025-06-08,53.9,1958.28,"$1,000-$2,499",Approved,True,False,,,,4.85,2025-06-08,1958.28,21.0,Sent
UW025842,Q009283,E0009,2024-12-27,62.8,25456.68,"$25,000-$49,999",Approved,True,False,,,,12.98,2024-12-27,25456.68,14.0,Acknowledged
UW025843,Q041424,E0014,2026-05-31,42.3,1289.75,"$1,000-$2,499",Approved,True,False,,,,10.4,2026-06-01,1289.75,30.0,Sent
UW025844,Q001012,E0024,2024-06-09,48.0,5633.45,"$5,000-$9,999",Approved,True,False,,,,23.55,2024-06-10,5633.45,21.0,Acknowledged
UW025845,Q033043,E0011,2026-01-21,75.9,5186.77,"$5,000-$9,999",Approved,True,False,,,,19.59,2026-01-22,5186.77,21.0,Sent
UW025846,Q008116,E0024,2024-11-13,58.9,7427.62,"$5,000-$9,999",Approved,True,False,,,,10.47,2024-11-13,7427.62,21.0,Sent
UW025847,Q025678,E0007,2025-09-15,40.7,2564.68,"$2,500-$4,999",Approved,True,False,,,,5.71,2025-09-15,2564.68,30.0,Acknowledged
UW025848,Q038816,E0007,2026-04-05,79.7,60736.82,"$50,000+",Approved,False,True,REF09,Approved with Conditions,30.78,5.58,2026-04-07,60736.82,21.0,Sent
UW025849,Q020522,E0047,2025-06-05,56.8,33282.17,"$25,000-$49,999",Approved,False,True,REF10,Approved,60.51,17.96,2025-06-08,33282.17,30.0,Acknowledged
UW025850,Q027696,E0004,2025-10-02,75.2,48250.46,"$25,000-$49,999",Approved,False,True,REF07,Approved,37.41,4.91,2025-10-04,48250.46,14.0,Sent
UW025851,Q029448,E0024,2025-11-20,47.6,2240.16,"$1,000-$2,499",Approved,True,False,,,,6.68,2025-11-20,2240.16,30.0,Sent
UW025852,Q020270,E0048,2025-06-14,60.5,24891.15,"$10,000-$24,999",Approved,True,False,,,,8.25,2025-06-14,24891.15,14.0,Acknowledged
UW025853,Q031317,E0017,2025-12-10,64.4,19110.75,"$10,000-$24,999",Approved,False,True,REF04,Approved,56.16,17.63,2025-12-13,19110.75,45.0,Acknowledged
UW025854,Q016128,E0008,2025-03-10,56.6,4238.97,"$2,500-$4,999",Approved,True,False,,,,6.15,2025-03-10,4238.97,45.0,Sent
UW025855,Q040894,E0007,2026-05-07,59.4,16507.25,"$10,000-$24,999",Approved,True,False,,,,14.28,2026-05-08,16507.25,21.0,Sent
UW025856,Q031629,E0007,2025-12-29,62.4,2800.62,"$2,500-$4,999",Approved,True,False,,,,7.92,2025-12-30,2800.62,30.0,Sent
UW025857,Q030052,E0008,2025-11-08,40.0,1891.04,"$1,000-$2,499",Approved,True,False,,,,7.01,2025-11-08,1891.04,21.0,Sent
